ship_mode,segment,country,city,state,postal_code,region,category,sub-category,sales,quantity,discount,profit,order_date,ship_date,order_id,customer_id,payment_due_date,payment_date,payment_delay_days,payment_status,aging_bucket
Standard Class,Corporate,United States,Chicago,Illinois,60653,Central,Furniture,Furnishings,1.892,1,0.6,-0.9933,2020-05-28,2020-06-03,8184,Corporate_Chicago,2020-06-27,2020-07-23,26,Late,0–30 Days Late
Standard Class,Corporate,United States,Chicago,Illinois,60623,Central,Office Supplies,Paper,63.312,3,0.2,20.5764,2019-06-25,2019-06-30,8185,Corporate_Chicago,2019-07-25,2019-08-30,36,Late,31–60 Days Late
Second Class,Consumer,United States,Chicago,Illinois,60623,Central,Office Supplies,Envelopes,7.824,1,0.2,2.934,2019-08-26,2019-08-30,8186,Consumer_Chicago,2019-09-25,2019-10-30,35,Late,31–60 Days Late
Second Class,Consumer,United States,Chicago,Illinois,60623,Central,Furniture,Chairs,170.072,4,0.3,-12.148,2021-06-28,2021-07-01,8187,Consumer_Chicago,2021-07-28,2021-08-04,7,Late,0–30 Days Late
Standard Class,Corporate,United States,New York City,New York,10024,East,Office Supplies,Paper,62.82,9,0.0,29.5254,2021-12-18,2021-12-19,8188,Corporate_New York City,2022-01-17,2022-02-19,33,Late,31–60 Days Late
Second Class,Consumer,United States,Rockville,Maryland,20852,East,Office Supplies,Paper,19.44,3,0.0,9.3312,2022-01-27,2022-02-03,8189,Consumer_Rockville,2022-02-26,2022-02-25,-1,On Time,On Time / Early
Second Class,Consumer,United States,Rockville,Maryland,20852,East,Office Supplies,Binders,7.38,1,0.0,3.6162,2021-05-20,2021-05-26,8190,Consumer_Rockville,2021-06-19,2021-06-23,4,Late,0–30 Days Late
Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Paper,38.88,6,0.0,18.6624,2020-05-09,2020-05-11,8191,Consumer_New York City,2020-06-08,2020-06-12,4,Late,0–30 Days Late
Standard Class,Consumer,United States,New York City,New York,10011,East,Furniture,Furnishings,187.76,4,0.0,76.9816,2021-08-04,2021-08-11,8192,Consumer_New York City,2021-09-03,2021-10-05,32,Late,31–60 Days Late
First Class,Consumer,United States,Durham,North Carolina,27707,South,Office Supplies,Binders,6.048,7,0.7,-4.2336,2021-01-24,2021-01-31,8193,Consumer_Durham,2021-02-23,2021-03-16,21,Late,0–30 Days Late
First Class,Consumer,United States,Durham,North Carolina,27707,South,Office Supplies,Appliances,98.352,3,0.2,9.8352,2022-08-13,2022-08-20,8194,Consumer_Durham,2022-09-12,2022-09-27,15,Late,0–30 Days Late
First Class,Consumer,United States,Durham,North Carolina,27707,South,Furniture,Furnishings,335.744,2,0.2,25.1808,2019-07-30,2019-08-05,8195,Consumer_Durham,2019-08-29,2019-08-31,2,Late,0–30 Days Late
Second Class,Corporate,United States,Santa Barbara,California,93101,West,Office Supplies,Paper,8.96,2,0.0,4.3904,2022-02-20,2022-02-22,8196,Corporate_Santa Barbara,2022-03-22,2022-03-17,-5,On Time,On Time / Early
Standard Class,Consumer,United States,Knoxville,Tennessee,37918,South,Technology,Accessories,89.568,4,0.2,-1.1196,2022-06-06,2022-06-11,8197,Consumer_Knoxville,2022-07-06,2022-07-28,22,Late,0–30 Days Late
Standard Class,Consumer,United States,Knoxville,Tennessee,37918,South,Office Supplies,Art,71.96,5,0.2,7.196,2022-11-12,2022-11-16,8198,Consumer_Knoxville,2022-12-12,2023-01-24,43,Late,31–60 Days Late
Standard Class,Consumer,United States,Knoxville,Tennessee,37918,South,Office Supplies,Paper,15.552,3,0.2,5.4432,2019-05-20,2019-05-24,8199,Consumer_Knoxville,2019-06-19,2019-07-22,33,Late,31–60 Days Late
Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Office Supplies,Binders,10.43,5,0.8,-18.2525,2020-06-24,2020-06-26,8200,Consumer_Chicago,2020-07-24,2020-08-01,8,Late,0–30 Days Late
Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Office Supplies,Storage,72.784,1,0.2,-18.196,2022-11-15,2022-11-22,8201,Consumer_Chicago,2022-12-15,2022-12-30,15,Late,0–30 Days Late
Same Day,Corporate,United States,New York City,New York,10024,East,Office Supplies,Storage,67.15,5,0.0,16.7875,2019-09-27,2019-09-28,8202,Corporate_New York City,2019-10-27,2019-11-20,24,Late,0–30 Days Late
Same Day,Corporate,United States,New York City,New York,10024,East,Technology,Phones,549.98,2,0.0,142.9948,2021-11-01,2021-11-03,8203,Corporate_New York City,2021-12-01,2021-12-16,15,Late,0–30 Days Late
Same Day,Corporate,United States,New York City,New York,10024,East,Furniture,Furnishings,11.82,3,0.0,4.728,2022-11-13,2022-11-15,8204,Corporate_New York City,2022-12-13,2023-01-25,43,Late,31–60 Days Late
Same Day,Corporate,United States,New York City,New York,10024,East,Technology,Machines,4643.8,4,0.0,2229.024,2022-09-22,2022-09-26,8205,Corporate_New York City,2022-10-22,2022-10-25,3,Late,0–30 Days Late
Same Day,Corporate,United States,New York City,New York,10024,East,Furniture,Chairs,577.764,2,0.1,115.5528,2020-05-20,2020-05-23,8206,Corporate_New York City,2020-06-19,2020-06-30,11,Late,0–30 Days Late
Standard Class,Consumer,United States,Daytona Beach,Florida,32114,South,Furniture,Tables,191.5155,1,0.45,-76.6062,2022-02-03,2022-02-04,8207,Consumer_Daytona Beach,2022-03-05,2022-03-04,-1,On Time,On Time / Early
Standard Class,Consumer,United States,Daytona Beach,Florida,32114,South,Office Supplies,Art,2.624,1,0.2,0.4264,2019-02-01,2019-02-05,8208,Consumer_Daytona Beach,2019-03-03,2019-03-28,25,Late,0–30 Days Late
Standard Class,Consumer,United States,Nashville,Tennessee,37211,South,Office Supplies,Binders,1369.764,6,0.7,-913.176,2022-01-02,2022-01-08,8209,Consumer_Nashville,2022-02-01,2022-03-07,34,Late,31–60 Days Late
Standard Class,Consumer,United States,Nashville,Tennessee,37211,South,Office Supplies,Storage,294.368,4,0.2,-58.8736,2022-04-09,2022-04-11,8210,Consumer_Nashville,2022-05-09,2022-06-10,32,Late,31–60 Days Late
Standard Class,Corporate,United States,Nashville,Tennessee,37211,South,Office Supplies,Appliances,81.568,2,0.2,7.1372,2021-12-28,2021-12-31,8211,Corporate_Nashville,2022-01-27,2022-03-05,37,Late,31–60 Days Late
Standard Class,Consumer,United States,Dallas,Texas,75220,Central,Furniture,Furnishings,44.46,5,0.6,-17.784,2021-03-23,2021-03-24,8212,Consumer_Dallas,2021-04-22,2021-05-05,13,Late,0–30 Days Late
Standard Class,Consumer,United States,Dallas,Texas,75220,Central,Office Supplies,Storage,314.088,3,0.2,19.6305,2019-12-28,2020-01-02,8213,Consumer_Dallas,2020-01-27,2020-02-26,30,Late,0–30 Days Late
Standard Class,Corporate,United States,Murfreesboro,Tennessee,37130,South,Office Supplies,Binders,6.336,4,0.7,-4.6464,2022-12-27,2022-12-28,8214,Corporate_Murfreesboro,2023-01-26,2023-03-11,44,Late,31–60 Days Late
Standard Class,Corporate,United States,Murfreesboro,Tennessee,37130,South,Office Supplies,Paper,10.48,1,0.2,3.799,2021-07-17,2021-07-18,8215,Corporate_Murfreesboro,2021-08-16,2021-09-12,27,Late,0–30 Days Late
Standard Class,Corporate,United States,Murfreesboro,Tennessee,37130,South,Office Supplies,Binders,2.469,1,0.7,-1.8106,2019-04-10,2019-04-17,8216,Corporate_Murfreesboro,2019-05-10,2019-05-17,7,Late,0–30 Days Late
Standard Class,Corporate,United States,Murfreesboro,Tennessee,37130,South,Office Supplies,Binders,3.264,2,0.7,-2.2848,2019-01-09,2019-01-11,8217,Corporate_Murfreesboro,2019-02-08,2019-02-16,8,Late,0–30 Days Late
Standard Class,Consumer,United States,Dallas,Texas,75217,Central,Office Supplies,Fasteners,4.344,3,0.2,0.8688,2020-11-27,2020-11-29,8218,Consumer_Dallas,2020-12-27,2021-01-23,27,Late,0–30 Days Late
Standard Class,Consumer,United States,Dallas,Texas,75217,Central,Furniture,Furnishings,31.776,3,0.6,-19.0656,2021-11-18,2021-11-23,8219,Consumer_Dallas,2021-12-18,2022-01-10,23,Late,0–30 Days Late
Standard Class,Consumer,United States,Dallas,Texas,75217,Central,Office Supplies,Labels,4.928,2,0.2,1.7248,2022-02-11,2022-02-16,8220,Consumer_Dallas,2022-03-13,2022-04-19,37,Late,31–60 Days Late
Standard Class,Consumer,United States,Dallas,Texas,75217,Central,Office Supplies,Binders,1.788,3,0.8,-3.0396,2020-04-06,2020-04-11,8221,Consumer_Dallas,2020-05-06,2020-06-18,43,Late,31–60 Days Late
Standard Class,Consumer,United States,Dallas,Texas,75217,Central,Office Supplies,Fasteners,15.072,4,0.2,-3.768,2021-07-09,2021-07-13,8222,Consumer_Dallas,2021-08-08,2021-09-07,30,Late,0–30 Days Late
Standard Class,Consumer,United States,Arlington,Texas,76017,Central,Office Supplies,Storage,12.624,2,0.2,-2.5248,2022-03-12,2022-03-16,8223,Consumer_Arlington,2022-04-11,2022-05-19,38,Late,31–60 Days Late
Standard Class,Corporate,United States,Pasadena,California,91104,West,Office Supplies,Paper,185.88,6,0.0,83.646,2020-01-25,2020-01-27,8224,Corporate_Pasadena,2020-02-24,2020-02-28,4,Late,0–30 Days Late
Standard Class,Corporate,United States,Pasadena,California,91104,West,Office Supplies,Paper,12.96,2,0.0,6.2208,2020-09-23,2020-09-25,8225,Corporate_Pasadena,2020-10-23,2020-11-17,25,Late,0–30 Days Late
Second Class,Consumer,United States,Everett,Massachusetts,2149,East,Office Supplies,Paper,189.7,10,0.0,91.056,2020-11-12,2020-11-17,8226,Consumer_Everett,2020-12-12,2020-12-12,0,On Time,On Time / Early
Second Class,Consumer,United States,Everett,Massachusetts,2149,East,Office Supplies,Paper,40.99,1,0.0,20.0851,2019-06-06,2019-06-10,8227,Consumer_Everett,2019-07-06,2019-07-01,-5,On Time,On Time / Early
Second Class,Home Office,United States,Troy,New York,12180,East,Furniture,Furnishings,82.64,2,0.0,7.4376,2019-12-01,2019-12-04,8228,Home Office_Troy,2019-12-31,2020-01-01,1,Late,0–30 Days Late
Second Class,Home Office,United States,Troy,New York,12180,East,Office Supplies,Storage,31.02,2,0.0,8.0652,2019-09-17,2019-09-21,8229,Home Office_Troy,2019-10-17,2019-11-07,21,Late,0–30 Days Late
Second Class,Home Office,United States,Troy,New York,12180,East,Technology,Accessories,89.97,3,0.0,37.7874,2019-03-23,2019-03-25,8230,Home Office_Troy,2019-04-22,2019-05-07,15,Late,0–30 Days Late
Second Class,Consumer,United States,Sandy Springs,Georgia,30328,South,Office Supplies,Art,35.97,3,0.0,9.7119,2021-01-23,2021-01-27,8231,Consumer_Sandy Springs,2021-02-22,2021-03-16,22,Late,0–30 Days Late
Second Class,Consumer,United States,Sandy Springs,Georgia,30328,South,Furniture,Bookcases,1266.86,7,0.0,291.3778,2022-04-10,2022-04-12,8232,Consumer_Sandy Springs,2022-05-10,2022-05-20,10,Late,0–30 Days Late
Standard Class,Consumer,United States,San Jose,California,95123,West,Office Supplies,Storage,169.45,5,0.0,42.3625,2022-06-08,2022-06-13,8233,Consumer_San Jose,2022-07-08,2022-08-17,40,Late,31–60 Days Late
Standard Class,Consumer,United States,San Jose,California,95123,West,Office Supplies,Storage,40.68,2,0.0,0.4068,2020-12-20,2020-12-27,8234,Consumer_San Jose,2021-01-19,2021-02-05,17,Late,0–30 Days Late
Standard Class,Consumer,United States,Jacksonville,Florida,32216,South,Office Supplies,Supplies,3.328,2,0.2,0.416,2019-03-16,2019-03-21,8235,Consumer_Jacksonville,2019-04-15,2019-04-29,14,Late,0–30 Days Late
Standard Class,Consumer,United States,Jacksonville,Florida,32216,South,Furniture,Tables,933.262,4,0.45,-458.1468,2022-07-17,2022-07-22,8236,Consumer_Jacksonville,2022-08-16,2022-09-17,32,Late,31–60 Days Late
Standard Class,Consumer,United States,Jacksonville,Florida,32216,South,Furniture,Chairs,2803.92,5,0.2,0.0,2020-09-17,2020-09-20,8237,Consumer_Jacksonville,2020-10-17,2020-11-05,19,Late,0–30 Days Late
Same Day,Consumer,United States,Jacksonville,Florida,32216,South,Office Supplies,Storage,4.768,2,0.2,-0.7748,2019-03-03,2019-03-10,8238,Consumer_Jacksonville,2019-04-02,2019-04-24,22,Late,0–30 Days Late
Same Day,Consumer,United States,Jacksonville,Florida,32216,South,Office Supplies,Paper,6.672,1,0.2,2.502,2021-05-23,2021-05-26,8239,Consumer_Jacksonville,2021-06-22,2021-06-21,-1,On Time,On Time / Early
Same Day,Consumer,United States,Jacksonville,Florida,32216,South,Office Supplies,Art,4.448,2,0.2,1.112,2019-11-16,2019-11-18,8240,Consumer_Jacksonville,2019-12-16,2019-12-31,15,Late,0–30 Days Late
Same Day,Consumer,United States,Jacksonville,Florida,32216,South,Furniture,Furnishings,43.936,4,0.2,6.0412,2019-04-12,2019-04-13,8241,Consumer_Jacksonville,2019-05-12,2019-05-24,12,Late,0–30 Days Late
Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Binders,23.744,2,0.2,8.3104,2022-12-23,2022-12-29,8242,Consumer_New York City,2023-01-22,2023-03-04,41,Late,31–60 Days Late
Standard Class,Consumer,United States,New York City,New York,10009,East,Technology,Accessories,357.0,3,0.0,57.12,2021-05-23,2021-05-26,8243,Consumer_New York City,2021-06-22,2021-06-22,0,On Time,On Time / Early
Standard Class,Consumer,United States,San Francisco,California,94122,West,Technology,Phones,806.336,8,0.2,50.396,2021-08-11,2021-08-13,8244,Consumer_San Francisco,2021-09-10,2021-10-03,23,Late,0–30 Days Late
Standard Class,Consumer,United States,San Francisco,California,94122,West,Furniture,Furnishings,85.44,3,0.0,31.6128,2019-09-12,2019-09-19,8245,Consumer_San Francisco,2019-10-12,2019-10-25,13,Late,0–30 Days Late
Standard Class,Corporate,United States,Columbus,Georgia,31907,South,Office Supplies,Storage,344.91,3,0.0,10.3473,2020-07-23,2020-07-27,8246,Corporate_Columbus,2020-08-22,2020-09-18,27,Late,0–30 Days Late
Same Day,Home Office,United States,Aurora,Illinois,60505,Central,Office Supplies,Appliances,70.97,5,0.8,-191.619,2019-04-22,2019-04-29,8247,Home Office_Aurora,2019-05-22,2019-05-17,-5,On Time,On Time / Early
Same Day,Home Office,United States,Aurora,Illinois,60505,Central,Office Supplies,Art,36.784,2,0.2,3.6784,2021-09-11,2021-09-16,8248,Home Office_Aurora,2021-10-11,2021-11-19,39,Late,31–60 Days Late
Second Class,Home Office,United States,Philadelphia,Pennsylvania,19134,East,Technology,Phones,743.988,2,0.4,-123.998,2022-08-29,2022-09-03,8249,Home Office_Philadelphia,2022-09-28,2022-09-25,-3,On Time,On Time / Early
Second Class,Consumer,United States,Chicago,Illinois,60653,Central,Office Supplies,Binders,11.212,2,0.8,-16.818,2021-09-24,2021-09-29,8250,Consumer_Chicago,2021-10-24,2021-11-29,36,Late,31–60 Days Late
Second Class,Consumer,United States,Chicago,Illinois,60653,Central,Furniture,Furnishings,4.712,2,0.6,-1.8848,2020-04-05,2020-04-07,8251,Consumer_Chicago,2020-05-05,2020-05-20,15,Late,0–30 Days Late
Second Class,Consumer,United States,Chicago,Illinois,60653,Central,Office Supplies,Appliances,180.98,5,0.8,-470.548,2020-12-08,2020-12-13,8252,Consumer_Chicago,2021-01-07,2021-02-05,29,Late,0–30 Days Late
Second Class,Consumer,United States,Chicago,Illinois,60653,Central,Office Supplies,Storage,60.416,2,0.2,6.0416,2021-06-05,2021-06-08,8253,Consumer_Chicago,2021-07-05,2021-08-09,35,Late,31–60 Days Late
Standard Class,Consumer,United States,Seattle,Washington,98103,West,Technology,Copiers,299.99,1,0.0,89.997,2022-01-20,2022-01-24,8254,Consumer_Seattle,2022-02-19,2022-03-25,34,Late,31–60 Days Late
Standard Class,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Paper,192.16,4,0.0,92.2368,2021-12-11,2021-12-16,8255,Consumer_Seattle,2022-01-10,2022-01-07,-3,On Time,On Time / Early
Standard Class,Consumer,United States,Seattle,Washington,98103,West,Technology,Phones,242.624,8,0.2,27.2952,2020-06-03,2020-06-05,8256,Consumer_Seattle,2020-07-03,2020-07-22,19,Late,0–30 Days Late
Standard Class,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Storage,46.74,3,0.0,11.685,2021-03-22,2021-03-26,8257,Consumer_Seattle,2021-04-21,2021-05-30,39,Late,31–60 Days Late
Standard Class,Consumer,United States,Seattle,Washington,98103,West,Technology,Accessories,174.95,5,0.0,12.2465,2022-01-26,2022-01-31,8258,Consumer_Seattle,2022-02-25,2022-03-29,32,Late,31–60 Days Late
Standard Class,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Binders,100.704,6,0.2,37.764,2019-08-24,2019-08-25,8259,Consumer_Seattle,2019-09-23,2019-11-01,39,Late,31–60 Days Late
Same Day,Home Office,United States,Roseville,Michigan,48066,Central,Office Supplies,Paper,368.91,9,0.0,180.7659,2022-10-29,2022-11-03,8260,Home Office_Roseville,2022-11-28,2022-12-12,14,Late,0–30 Days Late
Same Day,Home Office,United States,Roseville,Michigan,48066,Central,Office Supplies,Binders,8.02,1,0.0,3.7694,2021-07-15,2021-07-21,8261,Home Office_Roseville,2021-08-14,2021-09-21,38,Late,31–60 Days Late
Same Day,Home Office,United States,Roseville,Michigan,48066,Central,Office Supplies,Storage,171.04,4,0.0,44.4704,2020-07-10,2020-07-17,8262,Home Office_Roseville,2020-08-09,2020-09-17,39,Late,31–60 Days Late
Standard Class,Home Office,United States,Fayetteville,Arkansas,72701,South,Office Supplies,Paper,19.44,3,0.0,9.3312,2020-10-10,2020-10-13,8263,Home Office_Fayetteville,2020-11-09,2020-12-07,28,Late,0–30 Days Late
Standard Class,Consumer,United States,Jacksonville,North Carolina,28540,South,Office Supplies,Binders,13.092,4,0.7,-10.0372,2019-08-22,2019-08-26,8264,Consumer_Jacksonville,2019-09-21,2019-10-06,15,Late,0–30 Days Late
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Appliances,122.94,3,0.0,30.735,2021-11-21,2021-11-24,8265,Consumer_New York City,2021-12-21,2022-02-01,42,Late,31–60 Days Late
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Binders,35.448,7,0.2,12.8499,2022-08-05,2022-08-06,8266,Consumer_New York City,2022-09-04,2022-09-21,17,Late,0–30 Days Late
Standard Class,Consumer,United States,Dover,Delaware,19901,East,Technology,Phones,19.98,2,0.0,5.1948,2020-08-01,2020-08-02,8267,Consumer_Dover,2020-08-31,2020-08-31,0,On Time,On Time / Early
Standard Class,Consumer,United States,Aurora,Illinois,60505,Central,Furniture,Tables,69.375,1,0.5,-47.175,2020-06-25,2020-07-01,8268,Consumer_Aurora,2020-07-25,2020-08-01,7,Late,0–30 Days Late
Standard Class,Consumer,United States,Aurora,Illinois,60505,Central,Office Supplies,Supplies,31.68,4,0.2,2.772,2019-04-24,2019-04-27,8269,Consumer_Aurora,2019-05-24,2019-07-06,43,Late,31–60 Days Late
Standard Class,Consumer,United States,Aurora,Illinois,60505,Central,Technology,Phones,2003.168,4,0.2,250.396,2019-07-23,2019-07-27,8270,Consumer_Aurora,2019-08-22,2019-09-08,17,Late,0–30 Days Late
Standard Class,Consumer,United States,Aurora,Illinois,60505,Central,Office Supplies,Art,9.344,2,0.2,3.1536,2021-11-18,2021-11-19,8271,Consumer_Aurora,2021-12-18,2021-12-21,3,Late,0–30 Days Late
Standard Class,Consumer,United States,New York City,New York,10009,East,Furniture,Chairs,2563.056,8,0.1,313.2624,2020-10-04,2020-10-05,8272,Consumer_New York City,2020-11-03,2020-11-14,11,Late,0–30 Days Late
Standard Class,Corporate,United States,El Cajon,California,92020,West,Furniture,Chairs,387.136,4,0.2,4.8392,2020-04-18,2020-04-23,8273,Corporate_El Cajon,2020-05-18,2020-05-14,-4,On Time,On Time / Early
Second Class,Home Office,United States,Springfield,Ohio,45503,East,Office Supplies,Art,3.424,1,0.2,0.2996,2020-11-27,2020-12-03,8274,Home Office_Springfield,2020-12-27,2021-01-09,13,Late,0–30 Days Late
